orig_address_ru,address_ua,lat,lon,service_type_ru,service_type_lat,service_type_en,service_name_ru,service_name_en,area_sqm,date_published,date_cadastral
"улица Киевская, 33","Маріуполь, улица Киевская, 33",47.097133,37.543367,аптека,apteka,pharmacy,бажаемо здоровья,bazhaemo zdorov'ja,-,первая публикация,
"улица Киевская, 33Б","Маріуполь, улица Киевская, 33Б",47.097133,37.543367,салон,salon,salon,"красоты ""валерия","krasoty ""valerija",-,первая публикация,
"улица Киевская, 45Б","Маріуполь, улица Киевская, 45Б",47.097133,37.543367,компьютерный,komp'juternyj,компьютерный,клуб,klub,-,первая публикация,
"проспект Маршала Жукова, 70","Маріуполь, проспект Маршала Жукова, 70",47.1225846,37.6924693,недостроенный детский,nedostroennyj detskij,недостроенный детский,сад,sad,-,первая публикация,
"улица Пашковского, 43А","Маріуполь, улица Пашковского, 43А",47.1083142,37.6443465,церковь,tserkov',church,назарянина,nazarjanina,-,первая публикация,
"проспект Победы, 38","Маріуполь, проспект Победы, 38",47.1075872,37.6386706,салон,salon,salon,красоты,krasoty,-,первая публикация,
"проспект Победы, 119","Маріуполь, проспект Победы, 119",47.1046676,37.6702477,магазин,magazin,shop,,,20,первая публикация,
"проспект Победы, 119","Маріуполь, проспект Победы, 119",47.1046676,37.6702477,unknown,unknown,unknown,,,20,первая публикация,
"проспект Тульский, 13А","Маріуполь, проспект Тульский, 13А",47.1018552,37.6600709,тир,tir,тир,,,-,первая публикация,
"бульвар Приморский, 22","Маріуполь, бульвар Приморский, 22",47.0711819,37.5189819,"""цунами""","""tsunami""","""цунами""",,,-,первая публикация,
"бульвар Приморский, 24А","Маріуполь, бульвар Приморский, 24А",47.0705685,37.5183557,"""курортный роман""","""kurortnyj roman""","""курортный роман""",,,-,первая публикация,
"проспект Строителей, 85","Маріуполь, проспект Строителей, 85",47.0900396,37.5226291,коммерческие помещения,kommercheskie pomeschenija,коммерческие помещения,/ аптека,/ apteka,-,первая публикация,
