city,street,housenumber,type,service_type,service_name,address,lat,lon
Маріуполь,улица Карпинского,74,commercial,unknown,,"Маріуполь, улица Карпинского, 74",47.1292745,37.5589911
Маріуполь,улица Николаевская,82,commercial,unknown,,"Маріуполь, улица Николаевская, 82",47.0990743,37.5465165
Маріуполь,улица Николаевская,89,commercial,unknown,,"Маріуполь, улица Николаевская, 89",47.1004362,37.54745010000001
Маріуполь,бульвар Приморский,35,commercial,unknown,,"Маріуполь, бульвар Приморский, 35",47.0797599,37.5320858
Маріуполь,проспект Ленина,34,commercial,unknown,,"Маріуполь, проспект Ленина, 34",47.097133,37.543367
Маріуполь,улица Лепсе,13/1,commercial,unknown,,"Маріуполь, улица Лепсе, 13/1",47.1140176,37.5867993
Маріуполь,улица Греческая,212А,commercial,unknown,,"Маріуполь, улица Греческая, 212А",47.1150067,37.5822771
Маріуполь,бульвар Шевченко,361А,commercial,unknown,,"Маріуполь, бульвар Шевченко, 361А",47.1185328,37.5086264
Маріуполь,бульвар Комсомольский,68,commercial,unknown,,"Маріуполь, бульвар Комсомольский, 68",47.097867,37.6497609
Маріуполь,проспект Маршала Жукова,94А,commercial,unknown,,"Маріуполь, проспект Маршала Жукова, 94А",47.1273966,37.6901596
Маріуполь,улица Голубенко,3,commercial,unknown,,"Маріуполь, улица Голубенко, 3",47.11313639999999,37.6264285
Маріуполь,проспект Строителей,39,commercial,unknown,,"Маріуполь, проспект Строителей, 39",47.0851775,37.5170034
Маріуполь,проспект Строителей,39,commercial,unknown,,"Маріуполь, проспект Строителей, 39",47.0851775,37.5170034
Маріуполь,проспект Строителей,39,commercial,unknown,,"Маріуполь, проспект Строителей, 39",47.0851775,37.5170034
Маріуполь,улица Московская,22А,commercial,unknown,,"Маріуполь, улица Московская, 22А",47.097133,37.543367
Маріуполь,проспект Нахимова,3,commercial,unknown,,"Маріуполь, проспект Нахимова, 3",47.06814180000001,37.5091019
Маріуполь,бульвар Богдана Хмельницкого,3,commercial,unknown,,"Маріуполь, бульвар Богдана Хмельницкого, 3",47.0921447,37.5274029
Маріуполь,бульвар Богдана Хмельницкого,3,commercial,unknown,,"Маріуполь, бульвар Богдана Хмельницкого, 3",47.0921447,37.5274029
Маріуполь,проспект Ленина,79,commercial,unknown,,"Маріуполь, проспект Ленина, 79",47.097133,37.543367
Маріуполь,улица Громовой,61А,commercial,unknown,,"Маріуполь, улица Громовой, 61А",47.0955031,37.5139334
Маріуполь,"пгт. Старый Крым, улица Кирова",45,commercial,unknown,,"Маріуполь, пгт. Старый Крым, улица Кирова, 45",45.0274234,35.0863723
Маріуполь,проспект Победы,16,commercial,unknown,,"Маріуполь, проспект Победы, 16",47.1085591,37.6284316
Маріуполь,улица 7 проезд,3,commercial,unknown,,"Маріуполь, улица 7 проезд, 3",47.097133,37.543367
Маріуполь,улица 7 проезд,5,commercial,unknown,,"Маріуполь, улица 7 проезд, 5",47.097133,37.543367
Маріуполь,улица 7 проезд,8,commercial,unknown,,"Маріуполь, улица 7 проезд, 8",47.097133,37.543367
Маріуполь,улица Варганова,3,commercial,unknown,,"Маріуполь, улица Варганова, 3",47.09858269999999,37.5461661
Маріуполь,улица Виноградная,17,commercial,unknown,,"Маріуполь, улица Виноградная, 17",47.0936977,37.6424544
Маріуполь,улица Волгодонская,18,commercial,unknown,,"Маріуполь, улица Волгодонская, 18",47.1084354,37.632935
Маріуполь,улица Волгодонская,20/7,commercial,unknown,,"Маріуполь, улица Волгодонская, 20/7",47.1090077,37.6327307
Маріуполь,улица Георгиевская,66,commercial,unknown,,"Маріуполь, улица Георгиевская, 66",47.0934104,37.5498186
Маріуполь,улица Громовой,44,commercial,unknown,,"Маріуполь, улица Громовой, 44",47.0935797,37.5128967
Маріуполь,улица Донская,10,commercial,unknown,,"Маріуполь, улица Донская, 10",47.10989,37.6522139
Маріуполь,проспект Ильича,13А,commercial,unknown,,"Маріуполь, проспект Ильича, 13А",47.1361064,37.6007404
Маріуполь,улица Казанцева,22А,commercial,unknown,,"Маріуполь, улица Казанцева, 22А",47.0965728,37.5392623
Маріуполь,проспект Карпова,35,commercial,unknown,,"Маріуполь, проспект Карпова, 35",47.1617112,37.5441128
Маріуполь,улица Каффайская,69,commercial,unknown,,"Маріуполь, улица Каффайская, 69",47.1059097,37.5493261
Маріуполь,улица Киевская,68,commercial,unknown,,"Маріуполь, улица Киевская, 68",47.097133,37.543367
Маріуполь,улица Краснофлотская,128,commercial,unknown,,"Маріуполь, улица Краснофлотская, 128",47.097133,37.543367
Маріуполь,улица Краснофлотская,170,commercial,unknown,,"Маріуполь, улица Краснофлотская, 170",47.097133,37.543367
Маріуполь,улица Краснофлотская,192,commercial,unknown,,"Маріуполь, улица Краснофлотская, 192",47.097133,37.543367
Маріуполь,улица Левченко,28,commercial,unknown,,"Маріуполь, улица Левченко, 28",47.1370498,37.593042
Маріуполь,проспект Ленина,90,commercial,unknown,,"Маріуполь, проспект Ленина, 90",47.097133,37.543367
Маріуполь,проспект Ленина,93Б,commercial,unknown,,"Маріуполь, проспект Ленина, 93Б",47.097133,37.543367
Маріуполь,проспект Ленина,102,commercial,unknown,,"Маріуполь, проспект Ленина, 102",47.097133,37.543367
Маріуполь,проспект Ленина,103А,commercial,unknown,,"Маріуполь, проспект Ленина, 103А",47.097133,37.543367
Маріуполь,"проспект Ленина, 123А (130)",,commercial,unknown,,"Маріуполь, проспект Ленина, 123А (130)",47.097133,37.543367
Маріуполь,"проспект Ленина, 123А (133)",,commercial,unknown,,"Маріуполь, проспект Ленина, 123А (133)",47.097133,37.543367
Маріуполь,улица Линника,26,commercial,unknown,,"Маріуполь, улица Линника, 26",47.0867,37.5606101
Маріуполь,улица Матросова,7А,commercial,unknown,,"Маріуполь, улица Матросова, 7А",47.1093616,37.5273547
Маріуполь,проспект Металлургов,54,commercial,unknown,,"Маріуполь, проспект Металлургов, 54",47.0951146,37.5421134
Маріуполь,проспект Металлургов,69,commercial,unknown,,"Маріуполь, проспект Металлургов, 69",47.1042674,37.550594
Маріуполь,проспект Металлургов,84Б,commercial,unknown,,"Маріуполь, проспект Металлургов, 84Б",47.1039796,37.5484333
Маріуполь,проспект Металлургов,129Б,commercial,unknown,,"Маріуполь, проспект Металлургов, 129Б",47.1121126,37.5580582
Маріуполь,проспект Металлургов,162,commercial,unknown,,"Маріуполь, проспект Металлургов, 162",47.127525,37.563266
Маріуполь,"проспект Металлургов, 170, пом. 4",,commercial,unknown,,"Маріуполь, проспект Металлургов, 170, пом. 4",47.129979,37.5642947
Маріуполь,"проспект Металлургов, 170, пом. 6",,commercial,unknown,,"Маріуполь, проспект Металлургов, 170, пом. 6",47.129979,37.5642947
Маріуполь,проспект Металлургов,170А,commercial,unknown,,"Маріуполь, проспект Металлургов, 170А",47.129979,37.5642947
Маріуполь,переулок Нахимова,5,commercial,unknown,,"Маріуполь, переулок Нахимова, 5",47.0967461,37.5374784
Маріуполь,проспект Нахимова,92,commercial,unknown,,"Маріуполь, проспект Нахимова, 92",47.0782743,37.5151778
Маріуполь,улица Пашковского,61А,commercial,unknown,,"Маріуполь, улица Пашковского, 61А",47.1072958,37.6539352
Маріуполь,проспект Победы,99,commercial,unknown,,"Маріуполь, проспект Победы, 99",47.1058418,37.6570153
Маріуполь,улица Солнечная,1А,commercial,unknown,,"Маріуполь, улица Солнечная, 1А",47.097133,37.543367
Маріуполь,проспект Строителей,129,commercial,unknown,,"Маріуполь, проспект Строителей, 129",47.1021414,37.5256164
Маріуполь,проспект Строителей,138А,commercial,unknown,,"Маріуполь, проспект Строителей, 138А",47.11330710000001,37.5241099
Маріуполь,улица Тополиная,14,commercial,unknown,,"Маріуполь, улица Тополиная, 14",47.1701814,37.53238229999999
Маріуполь,улица Урицкого,101,commercial,unknown,,"Маріуполь, улица Урицкого, 101",47.1256316,37.5109593
Маріуполь,улица Урицкого,114А,commercial,unknown,,"Маріуполь, улица Урицкого, 114А",47.1222263,37.5140924
Маріуполь,улица Февральская,4,commercial,unknown,,"Маріуполь, улица Февральская, 4",47.129025,37.67163499999999
Маріуполь,бульвар Шевченко,289,commercial,unknown,,"Маріуполь, бульвар Шевченко, 289",47.1170812,37.5233327
Маріуполь,тер. Шмидта гавань,6,commercial,unknown,,"Маріуполь, тер. Шмидта гавань, 6",47.097133,37.543367
Маріуполь,улица Энгельса,28,commercial,unknown,,"Маріуполь, улица Энгельса, 28",47.0957336,37.5458858
Маріуполь,улица Пашковского,49,commercial,unknown,,"Маріуполь, улица Пашковского, 49",47.1083357,37.6462957
Маріуполь,проспект Победы,99,commercial,unknown,,"Маріуполь, проспект Победы, 99",47.1058418,37.6570153
Маріуполь,пересечение улица Куприна и улица Матросова,,commercial,unknown,,"Маріуполь, пересечение улица Куприна и улица Матросова",47.1080418,37.5090456
Маріуполь,улица Солнечная,1А,commercial,unknown,,"Маріуполь, улица Солнечная, 1А",47.097133,37.543367
Маріуполь,проспект Ленина,102,commercial,unknown,,"Маріуполь, проспект Ленина, 102",47.097133,37.543367
Маріуполь,проспект Строителей,144,commercial,unknown,,"Маріуполь, проспект Строителей, 144",47.1146703,37.5247756
Маріуполь,"переулок Пляжный, 1А (Курортный)",,commercial,unknown,,"Маріуполь, переулок Пляжный, 1А (Курортный)",47.08430329999999,37.5466377
Маріуполь,"переулок Пляжный, 1А (Курортный)",,commercial,unknown,,"Маріуполь, переулок Пляжный, 1А (Курортный)",47.08430329999999,37.5466377
Маріуполь,улица Курчатова,47,commercial,unknown,,"Маріуполь, улица Курчатова, 47",47.1617145,37.6115567
Маріуполь,переулок Лечебный,,commercial,unknown,,"Маріуполь, переулок Лечебный",47.1105257,37.6356788
Маріуполь,переулок Лечебный,,commercial,unknown,,"Маріуполь, переулок Лечебный",47.1105257,37.6356788
Маріуполь,переулок Лечебный,,commercial,unknown,,"Маріуполь, переулок Лечебный",47.1105257,37.6356788
Маріуполь,проспект 1 Мая,,commercial,unknown,,"Маріуполь, проспект 1 Мая",47.097133,37.543367
Маріуполь,проспект 1 Мая,,commercial,unknown,,"Маріуполь, проспект 1 Мая",47.097133,37.543367
Маріуполь,проспект 1 Мая,,commercial,unknown,,"Маріуполь, проспект 1 Мая",47.097133,37.543367
Маріуполь,улица Латышева,45А,commercial,unknown,,"Маріуполь, улица Латышева, 45А",47.0678364,37.4826505
Маріуполь,улица Олимпийская,193,commercial,unknown,,"Маріуполь, улица Олимпийская, 193",47.1255457,37.6820978
Маріуполь,улица Олимпийская,193Б,commercial,unknown,,"Маріуполь, улица Олимпийская, 193Б",47.1255457,37.6820978
Маріуполь,улица 50 лет СССР,51,commercial,unknown,,"Маріуполь, улица 50 лет СССР, 51",47.097133,37.543367
Маріуполь,улица Краснофлотская,194/196,commercial,unknown,,"Маріуполь, улица Краснофлотская, 194/196",47.097133,37.543367
Маріуполь,проспект Металлургов,208,commercial,unknown,,"Маріуполь, проспект Металлургов, 208",47.13784649999999,37.5676279
Маріуполь,улица Гонды,2,commercial,unknown,,"Маріуполь, улица Гонды, 2",47.1218559,37.5667862
Маріуполь,проспект Нахимова,104,commercial,unknown,,"Маріуполь, проспект Нахимова, 104",47.0793023,37.5164307
Маріуполь,проспект Нахимова,103,commercial,unknown,,"Маріуполь, проспект Нахимова, 103",47.0950569,37.5380143
Маріуполь,улица Шота Руставели,70,commercial,unknown,,"Маріуполь, улица Шота Руставели, 70",47.11472149999999,37.5367158
Маріуполь,проспект Металлургов,57,commercial,unknown,,"Маріуполь, проспект Металлургов, 57",47.1019307,37.5487384
Маріуполь,проспект Металлургов,57,commercial,unknown,,"Маріуполь, проспект Металлургов, 57",47.1019307,37.5487384
Маріуполь,переулок Семенишина,10,commercial,unknown,,"Маріуполь, переулок Семенишина, 10",47.0896224,37.5519354
Маріуполь,проспект Победы,51/32,commercial,unknown,,"Маріуполь, проспект Победы, 51/32",47.10681,37.639857
Маріуполь,проспект Победы,51/32,commercial,unknown,,"Маріуполь, проспект Победы, 51/32",47.10681,37.639857
Маріуполь,проспект Победы,98,commercial,unknown,,"Маріуполь, проспект Победы, 98",47.1059777,37.6668117
Маріуполь,"улица Козлова, 107 (Охотничья)",,commercial,unknown,,"Маріуполь, улица Козлова, 107 (Охотничья)",47.1738557,37.57896789999999
Маріуполь,улица Сеченова,52А,commercial,unknown,,"Маріуполь, улица Сеченова, 52А",47.1339258,37.5643044
Маріуполь,улица Карпинского,68,commercial,unknown,,"Маріуполь, улица Карпинского, 68",47.1310203,37.5596604
Маріуполь,26 квартал,3,commercial,unknown,,"Маріуполь, 26 квартал, 3",47.097133,37.543367
Маріуполь,улица Карпинского,60,commercial,unknown,,"Маріуполь, улица Карпинского, 60",47.132324,37.5599684
Маріуполь,проспект Металлургов,169,commercial,unknown,,"Маріуполь, проспект Металлургов, 169",47.12441980000001,37.5644146
Маріуполь,проспект Металлургов,194,commercial,unknown,,"Маріуполь, проспект Металлургов, 194",47.13351900000001,37.5660983
Маріуполь,проспект Металлургов,64,commercial,unknown,,"Маріуполь, проспект Металлургов, 64",47.10031110000001,37.5458221
Маріуполь,переулок Банный,1,commercial,unknown,,"Маріуполь, переулок Банный, 1",47.1103488,37.6145985
Маріуполь,переулок Банный,2,commercial,unknown,,"Маріуполь, переулок Банный, 2",47.1119421,37.6175784
Маріуполь,переулок Банный,4,commercial,unknown,,"Маріуполь, переулок Банный, 4",47.11185469999999,37.6185992
Маріуполь,переулок Банный,5,commercial,unknown,,"Маріуполь, переулок Банный, 5",47.1115316,37.6175482
Маріуполь,переулок Банный,6,commercial,unknown,,"Маріуполь, переулок Банный, 6",47.1117253,37.6197461
Маріуполь,переулок Банный,7,commercial,unknown,,"Маріуполь, переулок Банный, 7",47.1114926,37.6184688
Маріуполь,переулок Банный,8,commercial,unknown,,"Маріуполь, переулок Банный, 8",47.111711,37.6205022
Маріуполь,переулок Банный,10,commercial,unknown,,"Маріуполь, переулок Банный, 10",47.1115424,37.6209407
Маріуполь,улица Якова Гугеля,26,commercial,unknown,,"Маріуполь, улица Якова Гугеля, 26",47.1118489,37.6208511
Маріуполь,"улица Коксохима, 1 (Коксохимическая)",,commercial,unknown,,"Маріуполь, улица Коксохима, 1 (Коксохимическая)",47.097133,37.543367
Маріуполь,"улица Коксохима, 5 (Коксохимическая)",,commercial,unknown,,"Маріуполь, улица Коксохима, 5 (Коксохимическая)",47.1069277,37.6166274
Маріуполь,"улица Коксохима, 7 (Коксохимическая)",,commercial,unknown,,"Маріуполь, улица Коксохима, 7 (Коксохимическая)",47.1071327,37.6162743
Маріуполь,улица Короленко,8,commercial,unknown,,"Маріуполь, улица Короленко, 8",47.1112214,37.6178752
Маріуполь,улица Короленко,11,commercial,unknown,,"Маріуполь, улица Короленко, 11",47.113474,37.6181005
Маріуполь,улица Лепорского,1,commercial,unknown,,"Маріуполь, улица Лепорского, 1",47.1073735,37.6145315
Маріуполь,улица Лепорского,5,commercial,unknown,,"Маріуполь, улица Лепорского, 5",47.1099055,37.6161683
Маріуполь,улица Лепорского,6,commercial,unknown,,"Маріуполь, улица Лепорского, 6",47.111244,37.6172988
Маріуполь,улица Лепорского,9,commercial,unknown,,"Маріуполь, улица Лепорского, 9",47.1111364,37.6163595
Маріуполь,улица Лепорского,11,commercial,unknown,,"Маріуполь, улица Лепорского, 11",47.1115655,37.616435
Маріуполь,проспект Победы,5,commercial,unknown,,"Маріуполь, проспект Победы, 5",47.108147,37.6172065
Маріуполь,проспект Победы,5,commercial,unknown,,"Маріуполь, проспект Победы, 5",47.108147,37.6172065
Маріуполь,проспект Победы,7,commercial,unknown,,"Маріуполь, проспект Победы, 7",47.1080902,37.6186492
Маріуполь,переулок Шепотинника,5,commercial,unknown,,"Маріуполь, переулок Шепотинника, 5",47.1121237,37.6205501
Маріуполь,переулок Шепотинника,7,commercial,unknown,,"Маріуполь, переулок Шепотинника, 7",47.1121108,37.6209574
Маріуполь,переулок Шепотинника,14,commercial,unknown,,"Маріуполь, переулок Шепотинника, 14",47.1128986,37.6162842
Маріуполь,"пгт. Сартана, улица Челюскинцев",32,commercial,unknown,,"Маріуполь, пгт. Сартана, улица Челюскинцев, 32",47.1710664,37.69710269999999
Маріуполь,"пгт. Старый Крым, улица Гранитная",93,commercial,unknown,,"Маріуполь, пгт. Старый Крым, улица Гранитная, 93",47.1591388,37.4863416
Маріуполь,проспект Карпова,1,commercial,unknown,,"Маріуполь, проспект Карпова, 1",47.1493872,37.5501514
Маріуполь,проспект Карпова,1,commercial,unknown,,"Маріуполь, проспект Карпова, 1",47.1493872,37.5501514
Маріуполь,проспект Карпова,1,commercial,unknown,,"Маріуполь, проспект Карпова, 1",47.1493872,37.5501514
Маріуполь,проспект Металлургов,62,commercial,unknown,,"Маріуполь, проспект Металлургов, 62",47.0998107,37.5453053
Маріуполь,улица Шепотиленко,66А,commercial,unknown,,"Маріуполь, улица Шепотиленко, 66А",47.159143,37.5872744
Маріуполь,пересечение улица Запорожская и переулок Запорожский,,commercial,unknown,,"Маріуполь, пересечение улица Запорожская и переулок Запорожский",47.1641434,37.5931407
Маріуполь,проспект Ленина,46,commercial,unknown,,"Маріуполь, проспект Ленина, 46",47.097133,37.543367
Маріуполь,улица Тарасова,16,commercial,unknown,,"Маріуполь, улица Тарасова, 16",47.1111488,37.5324508
Маріуполь,проспект Победы,14,commercial,unknown,,"Маріуполь, проспект Победы, 14",47.1088214,37.6214787
Маріуполь,улица Громовой,52,commercial,unknown,,"Маріуполь, улица Громовой, 52",47.096336,37.5112365
Маріуполь,улица Громовой,69,commercial,unknown,,"Маріуполь, улица Громовой, 69",47.098014,37.5144265
Маріуполь,улица Зелинского,89,commercial,unknown,,"Маріуполь, улица Зелинского, 89",47.0977006,37.5161965
Маріуполь,улица Зелинского,89А,commercial,unknown,,"Маріуполь, улица Зелинского, 89А",47.0977006,37.5161965
Маріуполь,улица Энгельса,28,commercial,unknown,,"Маріуполь, улица Энгельса, 28",47.0957336,37.5458858
Маріуполь,улица 130 Таганрогской дивизии,110,commercial,unknown,,"Маріуполь, улица 130 Таганрогской дивизии, 110",47.1212747,37.6699444
Маріуполь,проспект 1 Мая,53А,commercial,unknown,,"Маріуполь, проспект 1 Мая, 53А",47.097133,37.543367
Маріуполь,бульвар 50 лет Октября,32А,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 32А",47.097133,37.543367
Маріуполь,улица Киевская,70,commercial,unknown,,"Маріуполь, улица Киевская, 70",47.097133,37.543367
Маріуполь,бульвар Комсомольский,68А,commercial,unknown,,"Маріуполь, бульвар Комсомольский, 68А",47.097867,37.6497609
Маріуполь,проспект Ленинградский,39,commercial,unknown,,"Маріуполь, проспект Ленинградский, 39",47.1023156,37.6685757
Маріуполь,пересечение улица Лепорского и улица Мерзляка,,commercial,unknown,,"Маріуполь, пересечение улица Лепорского и улица Мерзляка",47.1117891,37.6169163
Маріуполь,проспект Победы,17,commercial,unknown,,"Маріуполь, проспект Победы, 17",47.10784770000001,37.630812
Маріуполь,проспект Победы,51/32,commercial,unknown,,"Маріуполь, проспект Победы, 51/32",47.10681,37.639857
Маріуполь,улица Приморская,1,commercial,unknown,,"Маріуполь, улица Приморская, 1",47.0980792,37.6584568
Маріуполь,улица Таганрогская,255,commercial,unknown,,"Маріуполь, улица Таганрогская, 255",47.1294871,37.674246
Маріуполь,проспект Тульский,24,commercial,unknown,,"Маріуполь, проспект Тульский, 24",47.10157,37.6589453
Маріуполь,проспект Тульский,24,commercial,unknown,,"Маріуполь, проспект Тульский, 24",47.10157,37.6589453
Маріуполь,проспект Тульский,39/7,commercial,unknown,,"Маріуполь, проспект Тульский, 39/7",47.1046298,37.6596616
Маріуполь,"проспект Металлургов, 94, пом. 136/1",,commercial,unknown,,"Маріуполь, проспект Металлургов, 94, пом. 136/1",47.1113434,37.55648240000001
Маріуполь,улица Фонтанная,79,commercial,unknown,,"Маріуполь, улица Фонтанная, 79",47.1016322,37.5523399
Маріуполь,улица Артема,89,commercial,unknown,,"Маріуполь, улица Артема, 89",47.097133,37.543367
Маріуполь,улица Артема,89,commercial,unknown,,"Маріуполь, улица Артема, 89",47.097133,37.543367
Маріуполь,улица Артема,94А,commercial,unknown,,"Маріуполь, улица Артема, 94А",47.097133,37.543367
Маріуполь,улица Георгиевская,6,commercial,unknown,,"Маріуполь, улица Георгиевская, 6",47.0927022,37.5591745
Маріуполь,проспект Строителей,171А,commercial,unknown,,"Маріуполь, проспект Строителей, 171А",47.1185446,37.529967
Маріуполь,проспект Карпова,1,commercial,unknown,,"Маріуполь, проспект Карпова, 1",47.1493872,37.5501514
Маріуполь,проспект Карпова,1,commercial,unknown,,"Маріуполь, проспект Карпова, 1",47.1493872,37.5501514
Маріуполь,проспект 1 Мая,52,commercial,unknown,,"Маріуполь, проспект 1 Мая, 52",47.097133,37.543367
Маріуполь,бульвар 50 лет Октября,9/28,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 9/28",47.102548,37.6371685
Маріуполь,бульвар 50 лет Октября,9/28,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 9/28",47.102548,37.6371685
Маріуполь,бульвар 50 лет Октября,11,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 11",47.1034474,37.6372948
Маріуполь,бульвар 50 лет Октября,24/26,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 24/26",47.103252,37.63503000000001
Маріуполь,бульвар 50 лет Октября,30/17,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 30/17",47.1041613,37.6357504
Маріуполь,бульвар 50 лет Октября,38,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 38",47.1061647,37.6361382
Маріуполь,бульвар 50 лет Октября,38,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 38",47.1061647,37.6361382
Маріуполь,бульвар 50 лет Октября,38,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 38",47.1061647,37.6361382
Маріуполь,бульвар 50 лет Октября,38,commercial,unknown,,"Маріуполь, бульвар 50 лет Октября, 38",47.1061647,37.6361382
Маріуполь,улица Воинов-освободителей,2/3,commercial,unknown,,"Маріуполь, улица Воинов-освободителей, 2/3",47.100075,37.6373076
Маріуполь,улица Воинов-освободителей,88,commercial,unknown,,"Маріуполь, улица Воинов-освободителей, 88",47.09907279999999,37.6536563
Маріуполь,улица Волгодонская,2,commercial,unknown,,"Маріуполь, улица Волгодонская, 2",47.1051661,37.6326134
Маріуполь,улица Волнистая,49,commercial,unknown,,"Маріуполь, улица Волнистая, 49",47.11462720000001,37.6410621
Маріуполь,улица Киевская,60,commercial,unknown,,"Маріуполь, улица Киевская, 60",47.097133,37.543367
Маріуполь,улица Лазо,50А,commercial,unknown,,"Маріуполь, улица Лазо, 50А",47.1169082,37.6429397
Маріуполь,проспект Ленинградский,43,commercial,unknown,,"Маріуполь, проспект Ленинградский, 43",47.1038063,37.6687304
Маріуполь,улица Олимпийская,18,commercial,unknown,,"Маріуполь, улица Олимпийская, 18",47.1070114,37.6627429
Маріуполь,улица Московская,15,commercial,unknown,,"Маріуполь, улица Московская, 15",47.097133,37.543367
Маріуполь,улица Пашковского,5,commercial,unknown,,"Маріуполь, улица Пашковского, 5",47.109036,37.6318638
Маріуполь,улица Пашковского,16,commercial,unknown,,"Маріуполь, улица Пашковского, 16",47.1092897,37.6383133
Маріуполь,улица Пашковского,18,commercial,unknown,,"Маріуполь, улица Пашковского, 18",47.10923409999999,37.6389861
Маріуполь,проспект Победы,25,commercial,unknown,,"Маріуполь, проспект Победы, 25",47.10593189999999,37.6310534
Маріуполь,проспект Победы,47,commercial,unknown,,"Маріуполь, проспект Победы, 47",47.1067073,37.6391126
Маріуполь,проспект Победы,117,commercial,unknown,,"Маріуполь, проспект Победы, 117",47.1045697,37.6687943
Маріуполь,проспект Победы,117,commercial,unknown,,"Маріуполь, проспект Победы, 117",47.1045697,37.6687943
Маріуполь,проспект Тульский,18,commercial,unknown,,"Маріуполь, проспект Тульский, 18",47.10189,37.6596613
Маріуполь,проспект Тульский,39/7,commercial,unknown,,"Маріуполь, проспект Тульский, 39/7",47.1046298,37.6596616
Маріуполь,проспект Тульский,39/7,commercial,unknown,,"Маріуполь, проспект Тульский, 39/7",47.1046298,37.6596616
Маріуполь,переулок Киевский,4,commercial,unknown,,"Маріуполь, переулок Киевский, 4",47.109934,37.6430668
Маріуполь,проспект Победы,20,commercial,unknown,,"Маріуполь, проспект Победы, 20",47.1079977,37.6317216
Маріуполь,улица Курчатова,33,commercial,unknown,,"Маріуполь, улица Курчатова, 33",47.1589888,37.6141266
Маріуполь,улица Машиностроительная,80А,commercial,unknown,,"Маріуполь, улица Машиностроительная, 80А",47.16228340000001,37.6140025
Маріуполь,улица Машиностроительная,82А,commercial,unknown,,"Маріуполь, улица Машиностроительная, 82А",47.1627505,37.6137319
Маріуполь,проспект Металлургов,166,commercial,unknown,,"Маріуполь, проспект Металлургов, 166",47.1287102,37.5645773
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,улица Набережная,1,commercial,unknown,,"Маріуполь, улица Набережная, 1",47.097133,37.543367
Маріуполь,"улица Котовского, 7 (Первая слободка)",,commercial,unknown,,"Маріуполь, улица Котовского, 7 (Первая слободка)",47.0907571,37.5645722
Маріуполь,улица Казанцева,29,commercial,unknown,,"Маріуполь, улица Казанцева, 29",47.1061959,37.5465996
Маріуполь,улица Казанцева,120,commercial,unknown,,"Маріуполь, улица Казанцева, 120",47.10383840000001,37.5433507
Маріуполь,улица Куприна,11,commercial,unknown,,"Маріуполь, улица Куприна, 11",47.1024793,37.5125267
Маріуполь,улица Николаевская,89,commercial,unknown,,"Маріуполь, улица Николаевская, 89",47.1004362,37.54745010000001
Маріуполь,улица Урицкого,69,commercial,unknown,,"Маріуполь, улица Урицкого, 69",47.1225451,37.5211382
Маріуполь,бульвар Шевченко,289,commercial,unknown,,"Маріуполь, бульвар Шевченко, 289",47.1170812,37.5233327
Маріуполь,улица 130 Таганрогской дивизии,7,commercial,unknown,,"Маріуполь, улица 130 Таганрогской дивизии, 7",47.1085771,37.6691414
Маріуполь,улица Варганова,15,commercial,unknown,,"Маріуполь, улица Варганова, 15",47.0990603,37.5409144
Маріуполь,проспект Металлургов,188,commercial,unknown,,"Маріуполь, проспект Металлургов, 188",47.13306290000001,37.5659426
Маріуполь,проспект Строителей,179,commercial,unknown,,"Маріуполь, проспект Строителей, 179",47.1217283,37.5279496
Маріуполь,улица Урицкого,116А,commercial,unknown,,"Маріуполь, улица Урицкого, 116А",47.122003,37.5138555
Маріуполь,переулок Рижский,27,commercial,unknown,,"Маріуполь, переулок Рижский, 27",47.1151638,37.6744515
Маріуполь,улица Виноградная,60А,commercial,unknown,,"Маріуполь, улица Виноградная, 60А",47.09442929999999,37.6350115
Маріуполь,улица Киевская,69,commercial,unknown,,"Маріуполь, улица Киевская, 69",47.097133,37.543367
Маріуполь,улица Киевская,69,commercial,unknown,,"Маріуполь, улица Киевская, 69",47.097133,37.543367
