fid,orig_address_ru,address_ua,lat,lon,street_norm,housenumber_norm,source
"1","проспект Победы, 98","Маріуполь, проспект Победы, 98",47.1059777,37.6668117,проспект победы,"98",commercial
"2","улица Олимпийская, 153","Маріуполь, улица Олимпийская, 153",47.1200104,37.6799074,улица олимпииская,"153",commercial
"3","проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,проспект победы,"109",commercial
"4","проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.097284,37.5224929,проспект строителеи,"92",commercial
"5","проспект Металлургов, 121А","Маріуполь, проспект Металлургов, 121А",47.1102501,37.5560939,проспект металлургов,121а,commercial
"6","проспект Металлургов, 194, пом. 2","Маріуполь, проспект Металлургов, 194",47.133519,37.5660983,проспект металлургов,"194",commercial
"7","проспект Строителей, 85А","Маріуполь, проспект Строителей, 85А",47.0899315,37.5237343,проспект строителеи,85а,commercial
"8","проспект Победы, 100","Маріуполь, проспект Победы, 100",47.1058693,37.6671598,проспект победы,"100",commercial
"9","проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,проспект победы,"111",commercial
"10","проспект Победы, 107","Маріуполь, проспект Победы, 107",47.1054943,37.6625701,проспект победы,"107",commercial
"11","улица Сычева, 33","Маріуполь, улица Сычева, 33",47.097133,37.543367,улица сычева,"33",commercial
"12","улица 9 Авиадивизии, 16","Маріуполь, улица 9 Авиадивизии, 16",47.1212402,37.5192454,улица 9 авиадивизии,"16",commercial
"13","улица 9 Авиадивизии, 18","Маріуполь, улица 9 Авиадивизии, 18",47.1216509,37.5192837,улица 9 авиадивизии,"18",commercial
"14","улица 130 Таганрогской дивизии, 5А","Маріуполь, улица 130 Таганрогской дивизии, 5А",47.1064369,37.6688932,улица 130 таганрогскои дивизии,5а,commercial
"15","25 квартал, 3","Маріуполь, 25 квартал, 3",47.097133,37.543367,25 квартал,"3",commercial
"16","бульвар 50 лет Октября, 11","Маріуполь, бульвар 50 лет Октября, 11",47.1034474,37.6372948,бульвар 50 лет октября,"11",commercial
"17","бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,бульвар 50 лет октября,21/43,commercial
"18","бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,бульвар 50 лет октября,21/43,commercial
"19","бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,бульвар 50 лет октября,21/43,commercial
"20","бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,бульвар 50 лет октября,21/43,commercial
"21","бульвар 50 лет Октября, 25","Маріуполь, бульвар 50 лет Октября, 25",47.0998183,37.6363894,бульвар 50 лет октября,"25",commercial
"22","улица 50 лет СССР, 20","Маріуполь, улица 50 лет СССР, 20",47.097133,37.543367,улица 50 лет ссср,"20",commercial
"23","улица 50 лет СССР, 43","Маріуполь, улица 50 лет СССР, 43",47.097133,37.543367,улица 50 лет ссср,"43",commercial
"24","улица 50 лет СССР, 51","Маріуполь, улица 50 лет СССР, 51",47.097133,37.543367,улица 50 лет ссср,"51",commercial
"25","улица 50 лет СССР, 60","Маріуполь, улица 50 лет СССР, 60",47.097133,37.543367,улица 50 лет ссср,"60",commercial
"26","улица 50 лет СССР, 61","Маріуполь, улица 50 лет СССР, 61",47.097133,37.543367,улица 50 лет ссср,"61",commercial
"27","улица 50 лет СССР, 61","Маріуполь, улица 50 лет СССР, 61",47.097133,37.543367,улица 50 лет ссср,"61",commercial
"28","улица 50 лет СССР, 61А","Маріуполь, улица 50 лет СССР, 61А",47.097133,37.543367,улица 50 лет ссср,61а,commercial
"29","улица 50 лет СССР, 75","Маріуполь, улица 50 лет СССР, 75",47.097133,37.543367,улица 50 лет ссср,"75",commercial
"30","улица 50 лет СССР, 77","Маріуполь, улица 50 лет СССР, 77",47.097133,37.543367,улица 50 лет ссср,"77",commercial
"31","улица 60 лет СССР, 11","Маріуполь, улица 60 лет СССР, 11",47.1201863,37.5135469,улица 60 лет ссср,"11",commercial
"32","улица 60 лет СССР, 12","Маріуполь, улица 60 лет СССР, 12",47.1213245,37.5125248,улица 60 лет ссср,"12",commercial
"33","улица 9 Мая, 5","Маріуполь, улица 9 Мая, 5",47.1204196,37.6775721,улица 9 мая,"5",commercial
"34","улица Азовстальская, 30","Маріуполь, улица Азовстальская, 30",47.1024119,37.6374282,улица азовстальская,"30",commercial
"35","улица Азовстальская, 49/61","Маріуполь, улица Азовстальская, 49/61",47.101235,37.6418643,улица азовстальская,49/61,commercial
"36","улица Азовстальская, 57","Маріуполь, улица Азовстальская, 57",47.1010335,37.6451845,улица азовстальская,"57",commercial
"37","улица Азовстальская, 60","Маріуполь, улица Азовстальская, 60",47.1021006,37.6447999,улица азовстальская,"60",commercial
"38","улица Азовстальская, 124","Маріуполь, улица Азовстальская, 124",47.1012716,37.6566007,улица азовстальская,"124",commercial
"39","улица Апатова, 123","Маріуполь, улица Апатова, 123",47.093965,37.5367801,улица апатова,"123",commercial
"40","улица Артема, 31","Маріуполь, улица Артема, 31",47.097133,37.543367,улица артема,"31",commercial
"41","улица Артема, 35","Маріуполь, улица Артема, 35",47.097133,37.543367,улица артема,"35",commercial
"42","улица Артема, 35","Маріуполь, улица Артема, 35",47.097133,37.543367,улица артема,"35",commercial
"43","улица Артема, 37","Маріуполь, улица Артема, 37",47.097133,37.543367,улица артема,"37",commercial
"44","улица Артема, 37","Маріуполь, улица Артема, 37",47.097133,37.543367,улица артема,"37",commercial
"45","улица Артема, 44","Маріуполь, улица Артема, 44",47.097133,37.543367,улица артема,"44",commercial
"46","улица Артема, 48","Маріуполь, улица Артема, 48",47.097133,37.543367,улица артема,"48",commercial
"47","улица Артема, 49","Маріуполь, улица Артема, 49",47.097133,37.543367,улица артема,"49",commercial
"48","улица Артема, 58","Маріуполь, улица Артема, 58",47.097133,37.543367,улица артема,"58",commercial
"49","улица Артема, 115","Маріуполь, улица Артема, 115",47.1090858,37.5634368,улица артема,"115",commercial
"50","улица Бахмутская, 30","Маріуполь, улица Бахмутская, 30",47.1162305,37.5527695,улица бахмутская,"30",commercial
"51","улица Бахчиванджи, 5","Маріуполь, улица Бахчиванджи, 5",47.0914664,37.5286224,улица бахчиванджи,"5",commercial
"52","бульвар Богдана Хмельницкого, 39","Маріуполь, бульвар Богдана Хмельницкого, 39",47.0972132,37.5289588,бульвар богдана хмельницкого,"39",commercial
"53","улица Варганова, 1","Маріуполь, улица Варганова, 1",47.0982434,37.546955,улица варганова,"1",commercial
"54","улица Варганова, 1/39","Маріуполь, улица Варганова, 1/39",47.0982434,37.546955,улица варганова,1/39,commercial
"55","улица Варганова, 3","Маріуполь, улица Варганова, 3",47.0985827,37.5461661,улица варганова,"3",commercial
"56","улица Воинов освободителей, 3/2","Маріуполь, улица Воинов освободителей, 3/2",47.1002316,37.6378916,улица воинов освободителеи,3/2,commercial
"57","Володарское шоссе, 2","Маріуполь, Володарское шоссе, 2",47.1159417,37.5067341,володарское шоссе,"2",commercial
"58","улица Гагарина, 1А","Маріуполь, улица Гагарина, 1А",47.0665404,37.508159,улица гагарина,1а,commercial
"59","улица Гагарина, 1Б","Маріуполь, улица Гагарина, 1Б",47.0665404,37.508159,улица гагарина,1б,commercial
"60","улица Гагарина, 116А","Маріуполь, улица Гагарина, 116А",47.0578716,37.4940373,улица гагарина,116а,commercial
"61","улица Гагарина, 116А","Маріуполь, улица Гагарина, 116А",47.0578716,37.4940373,улица гагарина,116а,commercial
"62","улица Гагарина, 213","Маріуполь, улица Гагарина, 213",47.0448505,37.4794968,улица гагарина,"213",commercial
"63","улица Гагарина, 213","Маріуполь, улица Гагарина, 213",47.0448505,37.4794968,улица гагарина,"213",commercial
"64","улица Георгиевская, 59","Маріуполь, улица Георгиевская, 59",47.0941262,37.5493658,улица георгиевская,"59",commercial
"65","улица Греческая, 41","Маріуполь, улица Греческая, 41",47.0945085,37.5534826,улица греческая,"41",commercial
"66","Зинцевый спуск, 44","Маріуполь, Зинцевый спуск, 44",47.097133,37.543367,зинцевыи спуск,"44",commercial
"67","проспект Ильича, 140","Маріуполь, проспект Ильича, 140",47.1393804,37.5691328,проспект ильича,"140",commercial
"68","проспект Ильича, 141","Маріуполь, проспект Ильича, 141",47.1402555,37.5673995,проспект ильича,"141",commercial
"69","улица Итальянская, 119","Маріуполь, улица Итальянская, 119",47.0937869,37.5385296,улица итальянская,"119",commercial
"70","улица Казанцева, 40","Маріуполь, улица Казанцева, 40",47.0998952,37.5397161,улица казанцева,"40",commercial
"71","улица Карла Либкнехта, 57","Маріуполь, улица Карла Либкнехта, 57",47.1051833,37.5365114,улица карла либкнехта,"57",commercial
"72","улица Карла Либкнехта, 201","Маріуполь, улица Карла Либкнехта, 201",47.1081256,37.5112509,улица карла либкнехта,"201",commercial
"73","улица Киевская, 76","Маріуполь, улица Киевская, 76",47.097133,37.543367,улица киевская,"76",commercial
"74","улица Котляревского, 1","Маріуполь, улица Котляревского, 1",47.1106143,37.5555191,улица котляревского,"1",commercial
"75","улица Краснофлотская, 145А","Маріуполь, улица Краснофлотская, 145А",47.097133,37.543367,улица краснофлотская,145а,commercial
"76","улица Кронштадтская, 2а","Маріуполь, улица Кронштадтская, 2а",47.0797787,37.5166773,улица кронштадтская,2а,commercial
"77","улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,улица кронштадтская,"4",commercial
"78","улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,улица кронштадтская,"4",commercial
"79","улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,улица кронштадтская,"4",commercial
"80","улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,улица кронштадтская,"4",commercial
"81","улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,улица кронштадтская,"4",commercial
"82","улица Куйбышева, 14","Маріуполь, улица Куйбышева, 14",47.1400489,37.5730734,улица куибышева,"14",commercial
"83","улица Куйбышева, 16","Маріуполь, улица Куйбышева, 16",47.1403912,37.5727431,улица куибышева,"16",commercial
"84","улица Курчатова, 35","Маріуполь, улица Курчатова, 35",47.159763,37.6136769,улица курчатова,"35",commercial
"85","улица Лавицкого, 3","Маріуполь, улица Лавицкого, 3",47.0861419,37.5229336,улица лавицкого,"3",commercial
"86","улица Лавицкого, 16","Маріуполь, улица Лавицкого, 16",47.0872648,37.5192772,улица лавицкого,"16",commercial
"87","улица Лавицкого, 23","Маріуполь, улица Лавицкого, 23",47.0883598,37.5177828,улица лавицкого,"23",commercial
"88","улица Ладыгина, 25","Маріуполь, улица Ладыгина, 25",47.1062511,37.5272233,улица ладыгина,"25",commercial
"89","проспект Ленина, 7","Маріуполь, проспект Ленина, 7",47.097133,37.543367,проспект ленина,"7",commercial
"90","проспект Ленина, 14","Маріуполь, проспект Ленина, 14",47.097133,37.543367,проспект ленина,"14",commercial
"91","проспект Ленина, 15","Маріуполь, проспект Ленина, 15",47.097133,37.543367,проспект ленина,"15",commercial
"92","проспект Ленина, 15","Маріуполь, проспект Ленина, 15",47.097133,37.543367,проспект ленина,"15",commercial
"93","проспект Ленина, 19","Маріуполь, проспект Ленина, 19",47.097133,37.543367,проспект ленина,"19",commercial
"94","проспект Ленина, 21","Маріуполь, проспект Ленина, 21",47.097133,37.543367,проспект ленина,"21",commercial
"95","проспект Ленина, 24/24","Маріуполь, проспект Ленина, 24/24",47.097133,37.543367,проспект ленина,24/24,commercial
"96","проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,проспект ленина,"34",commercial
"97","проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,проспект ленина,"34",commercial
"98","проспект Ленина, 35","Маріуполь, проспект Ленина, 35",47.097133,37.543367,проспект ленина,"35",commercial
"99","проспект Ленина, 43","Маріуполь, проспект Ленина, 43",47.097133,37.543367,проспект ленина,"43",commercial
"100","проспект Ленина, 43","Маріуполь, проспект Ленина, 43",47.097133,37.543367,проспект ленина,"43",commercial
"101","проспект Ленина, 47","Маріуполь, проспект Ленина, 47",47.097133,37.543367,проспект ленина,"47",commercial
"102","проспект Ленина, 63/2","Маріуполь, проспект Ленина, 63/2",47.097133,37.543367,проспект ленина,63/2,commercial
"103","проспект Ленина, 68Б","Маріуполь, проспект Ленина, 68Б",47.097133,37.543367,проспект ленина,68б,commercial
"104","проспект Ленина, 76","Маріуполь, проспект Ленина, 76",47.097133,37.543367,проспект ленина,"76",commercial
"105","проспект Ленина, 82","Маріуполь, проспект Ленина, 82",47.097133,37.543367,проспект ленина,"82",commercial
"106","проспект Ленина, 90","Маріуполь, проспект Ленина, 90",47.097133,37.543367,проспект ленина,"90",commercial
"107","проспект Ленина, 93В","Маріуполь, проспект Ленина, 93В",47.097133,37.543367,проспект ленина,93в,commercial
"108","проспект Ленина, 94","Маріуполь, проспект Ленина, 94",47.097133,37.543367,проспект ленина,"94",commercial
"109","проспект Ленина, 111А","Маріуполь, проспект Ленина, 111А",47.097133,37.543367,проспект ленина,111а,commercial
"110","проспект Ленина, 111А","Маріуполь, проспект Ленина, 111А",47.097133,37.543367,проспект ленина,111а,commercial
"111","улица Ломизова, 10","Маріуполь, улица Ломизова, 10",47.1023718,37.6246072,улица ломизова,"10",commercial
"112","проспект Лунина, 23","Маріуполь, проспект Лунина, 23",47.0674626,37.5103097,проспект лунина,"23",commercial
"113","проспект Лунина, 31","Маріуполь, проспект Лунина, 31",47.0656169,37.5080284,проспект лунина,"31",commercial
"114","проспект Лунина, 33","Маріуполь, проспект Лунина, 33",47.0651074,37.5075399,проспект лунина,"33",commercial
"115","проспект Лунина, 33","Маріуполь, проспект Лунина, 33",47.0651074,37.5075399,проспект лунина,"33",commercial
"116","улица Мамина Сибиряка, 39","Маріуполь, улица Мамина Сибиряка, 39",47.1487746,37.6078957,улица мамина сибиряка,"39",commercial
"117","улица Мамина Сибиряка, 40","Маріуполь, улица Мамина Сибиряка, 40",47.1489058,37.6066327,улица мамина сибиряка,"40",commercial
"118","улица Мамина Сибиряка, 47","Маріуполь, улица Мамина Сибиряка, 47",47.1498992,37.6058963,улица мамина сибиряка,"47",commercial
"119","проспект Металлургов, 39/1-3","Маріуполь, проспект Металлургов, 39/1-3",47.0901351,37.542182,проспект металлургов,39/1-3,commercial
"120","проспект Металлургов, 66","Маріуполь, проспект Металлургов, 66",47.1039914,37.5496825,проспект металлургов,"66",commercial
"121","проспект Металлургов, 69","Маріуполь, проспект Металлургов, 69",47.1042674,37.550594,проспект металлургов,"69",commercial
"122","проспект Металлургов, 88А","Маріуполь, проспект Металлургов, 88А",47.1045151,37.549026,проспект металлургов,88а,commercial
"123","проспект Металлургов, 95","Маріуполь, проспект Металлургов, 95",47.1068507,37.5537165,проспект металлургов,"95",commercial
"124","проспект Металлургов, 102","Маріуполь, проспект Металлургов, 102",47.109878,37.5543188,проспект металлургов,"102",commercial
"125","проспект Металлургов, 102","Маріуполь, проспект Металлургов, 102",47.109878,37.5543188,проспект металлургов,"102",commercial
"126","проспект Металлургов, 213","Маріуполь, проспект Металлургов, 213",47.1313781,37.5663914,проспект металлургов,"213",commercial
"127","проспект Металлургов, 219","Маріуполь, проспект Металлургов, 219",47.1328109,37.5666338,проспект металлургов,"219",commercial
"128","проспект Металлургов, 219","Маріуполь, проспект Металлургов, 219",47.1328109,37.5666338,проспект металлургов,"219",commercial
"129","проспект Металлургов, 223","Маріуполь, проспект Металлургов, 223",47.1335191,37.5668878,проспект металлургов,"223",commercial
"130","улица Мичмана Павлова, 10","Маріуполь, улица Мичмана Павлова, 10",47.0851586,37.5533668,улица мичмана павлова,"10",commercial
"131","переулок Нахимова, 5","Маріуполь, переулок Нахимова, 5",47.0967461,37.5374784,переулок нахимова,"5",commercial
"132","переулок Нахимова, 5А","Маріуполь, переулок Нахимова, 5А",47.0684136,37.5083732,переулок нахимова,5а,commercial
"133","проспект Нахимова, 66","Маріуполь, проспект Нахимова, 66",47.074252,37.5097521,проспект нахимова,"66",commercial
"134","проспект Нахимова, 68","Маріуполь, проспект Нахимова, 68",47.0745675,37.5104058,проспект нахимова,"68",commercial
"135","проспект Нахимова, 108","Маріуполь, проспект Нахимова, 108",47.0808543,37.5181503,проспект нахимова,"108",commercial
"136","проспект Нахимова, 124","Маріуполь, проспект Нахимова, 124",47.0833426,37.5207097,проспект нахимова,"124",commercial
"137","проспект Нахимова, 162","Маріуполь, проспект Нахимова, 162",47.0877692,37.5249253,проспект нахимова,"162",commercial
"138","проспект Нахимова, 162","Маріуполь, проспект Нахимова, 162",47.0877692,37.5249253,проспект нахимова,"162",commercial
"139","проспект Нахимова, 162","Маріуполь, проспект Нахимова, 162",47.0877692,37.5249253,проспект нахимова,"162",commercial
"140","проспект Нахимова, 162","Маріуполь, проспект Нахимова, 162",47.0877692,37.5249253,проспект нахимова,"162",commercial
"141","проспект Нахимова, 168","Маріуполь, проспект Нахимова, 168",47.0880309,37.5255989,проспект нахимова,"168",commercial
"142","проспект Нахимова, 174/1","Маріуполь, проспект Нахимова, 174/1",47.0912959,37.5298957,проспект нахимова,174/1,commercial
"143","улица Николаевская, 27","Маріуполь, улица Николаевская, 27",47.0960285,37.5574706,улица николаевская,"27",commercial
"144","улица Николаевская, 62","Маріуполь, улица Николаевская, 62",47.0980633,37.5492404,улица николаевская,"62",commercial
"145","улица Олимпийская, 73","Маріуполь, улица Олимпийская, 73",47.1090096,37.6744301,улица олимпииская,"73",commercial
"146","улица Олимпийская, 71","Маріуполь, улица Олимпийская, 71",47.1089365,37.67342,улица олимпииская,"71",commercial
"147","улица Орджоникидзе, 29","Маріуполь, улица Орджоникидзе, 29",47.1028221,37.6514392,улица орджоникидзе,"29",commercial
"148","улица Пашковского, 8/1","Маріуполь, улица Пашковского, 8/1",47.1094361,37.6359229,улица пашковского,8/1,commercial
"149","улица Пашковского, 16","Маріуполь, улица Пашковского, 16",47.1092897,37.6383133,улица пашковского,"16",commercial
"150","улица Пашковского, 16","Маріуполь, улица Пашковского, 16",47.1092897,37.6383133,улица пашковского,"16",commercial
"151","улица Пашковского, 22/40","Маріуполь, улица Пашковского, 22/40",47.1091755,37.6404946,улица пашковского,22/40,commercial
"152","улица Пашковского, 24/27","Маріуполь, улица Пашковского, 24/27",47.1091157,37.64152,улица пашковского,24/27,commercial
"153","улица Пашковского, 34","Маріуполь, улица Пашковского, 34",47.1088925,37.6452418,улица пашковского,"34",commercial
"154","улица Писарева, 28/2б","Маріуполь, улица Писарева, 28/2б",47.1062454,37.5489814,улица писарева,28/2б,commercial
"155","улица Писарева, 28/187","Маріуполь, улица Писарева, 28/187",47.1062454,37.5489814,улица писарева,28/187,commercial
"156","улица Писарева, 28/188а","Маріуполь, улица Писарева, 28/188а",47.1062454,37.5489814,улица писарева,28/188а,commercial
"157","проспект Победы, 24/19","Маріуполь, проспект Победы, 24/19",47.1078636,37.6338889,проспект победы,24/19,commercial
"158","проспект Победы, 24/19","Маріуполь, проспект Победы, 24/19",47.1078636,37.6338889,проспект победы,24/19,commercial
"159","проспект Победы, 28","Маріуполь, проспект Победы, 28",47.107834,37.6348169,проспект победы,"28",commercial
"160","проспект Победы, 32/42","Маріуполь, проспект Победы, 32/42",47.1077424,37.6358304,проспект победы,32/42,commercial
"161","проспект Победы, 43/21","Маріуполь, проспект Победы, 43/21",47.1069504,37.6380045,проспект победы,43/21,commercial
"162","проспект Победы, 75","Маріуполь, проспект Победы, 75",47.1062349,37.6500952,проспект победы,"75",commercial
"163","проспект Победы, 85","Маріуполь, проспект Победы, 85",47.106112,37.6535028,проспект победы,"85",commercial
"164","проспект Победы, 90","Маріуполь, проспект Победы, 90",47.1062021,37.6640454,проспект победы,"90",commercial
"165","проспект Победы, 98","Маріуполь, проспект Победы, 98",47.1059777,37.6668117,проспект победы,"98",commercial
"166","проспект Победы, 99, пом. 144, 148, 149, 151","Маріуполь, проспект Победы, 99",47.1058418,37.6570153,проспект победы,"99",commercial
"167","проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,проспект победы,"109",commercial
"168","проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,проспект победы,"109",commercial
"169","проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,проспект победы,"111",commercial
"170","проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,проспект победы,"111",commercial
"171","переулок Рижский, 27","Маріуполь, переулок Рижский, 27",47.1151638,37.6744515,переулок рижскии,"27",commercial
"172","улица Варганова, 2","Маріуполь, улица Варганова, 2",47.0979827,37.5464383,улица варганова,"2",commercial
"173","улица Солнечная, 5","Маріуполь, улица Солнечная, 5",47.097133,37.543367,улица солнечная,"5",commercial
"174","проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,проспект строителеи,"52",commercial
"175","проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,проспект строителеи,"52",commercial
"176","проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,проспект строителеи,"52",commercial
"177","проспект Строителей, 60","Маріуполь, проспект Строителей, 60",47.1098945,37.5252391,проспект строителеи,"60",commercial
"178","проспект Строителей, 85А","Маріуполь, проспект Строителей, 85А",47.0899315,37.5237343,проспект строителеи,85а,commercial
"179","проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.097284,37.5224929,проспект строителеи,"92",commercial
"180","проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.097284,37.5224929,проспект строителеи,"92",commercial
"181","проспект Строителей, 96","Маріуполь, проспект Строителей, 96",47.098687,37.523423,проспект строителеи,"96",commercial
"182","проспект Строителей, 101","Маріуполь, проспект Строителей, 101",47.0938165,37.5232458,проспект строителеи,"101",commercial
"183","проспект Строителей, 114","Маріуполь, проспект Строителей, 114",47.1039139,37.5240188,проспект строителеи,"114",commercial
"184","проспект Строителей, 115А","Маріуполь, проспект Строителей, 115А",47.0962541,37.5235596,проспект строителеи,115а,commercial
"185","проспект Строителей, 167","Маріуполь, проспект Строителей, 167",47.1176144,37.5286443,проспект строителеи,"167",commercial
"186","улица Торговая, 20","Маріуполь, улица Торговая, 20",47.0933219,37.5596743,улица торговая,"20",commercial
"187","улица Урицкого, 98","Маріуполь, улица Урицкого, 98",47.1220244,37.5186793,улица урицкого,"98",commercial
"188","улица Харлампиевская, 13","Маріуполь, улица Харлампиевская, 13",47.0927498,37.5571158,улица харлампиевская,"13",commercial
"189","улица Черноморская, 18","Маріуполь, улица Черноморская, 18",47.0798094,37.5131265,улица черноморская,"18",commercial
"190","улица Черноморская, 20","Маріуполь, улица Черноморская, 20",47.0802502,37.513365,улица черноморская,"20",commercial
"191","бульвар Шевченко, 52/54","Маріуполь, бульвар Шевченко, 52/54",47.1068766,37.5568947,бульвар шевченко,52/54,commercial
"192","бульвар Шевченко, 54","Маріуполь, бульвар Шевченко, 54",47.1069207,37.5563227,бульвар шевченко,"54",commercial
"193","бульвар Шевченко, 91","Маріуполь, бульвар Шевченко, 91",47.109877,37.5530924,бульвар шевченко,"91",commercial
"194","бульвар Шевченко, 240","Маріуполь, бульвар Шевченко, 240",47.1153948,37.5221582,бульвар шевченко,"240",commercial
"195","бульвар Шевченко, 333","Маріуполь, бульвар Шевченко, 333",47.1177612,37.5153356,бульвар шевченко,"333",commercial
"196","бульвар Шевченко, 357а","Маріуполь, бульвар Шевченко, 357а",47.1188041,37.5094526,бульвар шевченко,357а,commercial
"197","проспект Ленина, 71А","Маріуполь, проспект Ленина, 71А",47.097133,37.543367,проспект ленина,71а,commercial
"198","проспект Ильича, 136","Маріуполь, проспект Ильича, 136",47.1385324,37.5717023,проспект ильича,"136",commercial
"199","проспект Нахимова, 200","Маріуполь, проспект Нахимова, 200",47.0956619,37.5357695,проспект нахимова,"200",commercial
"200","проспект Ленина, 99","Маріуполь, проспект Ленина, 99",47.097133,37.543367,проспект ленина,"99",commercial
"201","проспект Строителей, 70А","Маріуполь, проспект Строителей, 70А",47.1098901,37.5252384,проспект строителеи,70а,commercial
"202","проспект Победы, 107А","Маріуполь, проспект Победы, 107А",47.1047363,37.6634922,проспект победы,107а,commercial
"203","улица Кронштадтская, 11","Маріуполь, улица Кронштадтская, 11",47.0818882,37.516369,улица кронштадтская,"11",commercial
"204","проспект Металлургов, 137А","Маріуполь, проспект Металлургов, 137А",47.1190392,37.5644586,проспект металлургов,137а,commercial
"205","улица Семашко, 15","Маріуполь, улица Семашко, 15",47.1395496,37.5978372,улица семашко,"15",commercial
"206","улица Таганрогская, 52","Маріуполь, улица Таганрогская, 52",47.1280582,37.6543671,улица таганрогская,"52",commercial
"207","улица Карла Либкнехта, 185","Маріуполь, улица Карла Либкнехта, 185",47.1085753,37.5167782,улица карла либкнехта,"185",commercial
"208","проспект Ильича, 143","Маріуполь, проспект Ильича, 143",47.1408623,37.5663732,проспект ильича,"143",commercial
"209","проспект Нахимова, 194","Маріуполь, проспект Нахимова, 194",47.0933814,37.5334909,проспект нахимова,"194",commercial
"210","улица Виноградная, 3","Маріуполь, улица Виноградная, 3",47.0945456,37.6384738,улица виноградная,"3",commercial
"211","улица Виноградная, 17А","Маріуполь, улица Виноградная, 17А",47.0930287,37.6414983,улица виноградная,17а,commercial
"212","улица Виноградная, 37А","Маріуполь, улица Виноградная, 37А",47.0956916,37.6326401,улица виноградная,37а,commercial
"213","улица Азовстальская, 2","Маріуполь, улица Азовстальская, 2",47.1011286,37.6613936,улица азовстальская,"2",commercial
"214","переулок Киевский, 4","Маріуполь, переулок Киевский, 4",47.109934,37.6430668,переулок киевскии,"4",commercial
"215","улица Бахмутская, 16А","Маріуполь, улица Бахмутская, 16А",47.1161626,37.5499256,улица бахмутская,16а,commercial
"216","бульвар 50 лет Октября, 3/2","Маріуполь, бульвар 50 лет Октября, 3/2",47.1005937,37.6370337,бульвар 50 лет октября,3/2,commercial
"217","улица Николаевская, 3","Маріуполь, улица Николаевская, 3",47.0940671,37.5622346,улица николаевская,"3",commercial
"218","проспект Ленина, 18","Маріуполь, проспект Ленина, 18",47.097133,37.543367,проспект ленина,"18",commercial
"219","улица Энгельса, 1А","Маріуполь, улица Энгельса, 1А",47.090678,37.5455915,улица энгельса,1а,commercial
"220","улица Урицкого, 96А","Маріуполь, улица Урицкого, 96А",47.123545,37.5102741,улица урицкого,96а,commercial
"221","улица Азовстальская, 13В","Маріуполь, улица Азовстальская, 13В",47.1017933,37.6301253,улица азовстальская,13в,commercial
"222","улица Карпинского, 74","Маріуполь, улица Карпинского, 74",47.1292745,37.5589911,улица карпинского,"74",commercial
"223","улица Николаевская, 82","Маріуполь, улица Николаевская, 82",47.0990743,37.5465165,улица николаевская,"82",commercial
"224","улица Николаевская, 89","Маріуполь, улица Николаевская, 89",47.1004362,37.5474501,улица николаевская,"89",commercial
"225","бульвар Приморский, 35","Маріуполь, бульвар Приморский, 35",47.0797599,37.5320858,бульвар приморскии,"35",commercial
"226","проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,проспект ленина,"34",commercial
"227","улица Лепсе, 13/1","Маріуполь, улица Лепсе, 13/1",47.1140176,37.5867993,улица лепсе,13/1,commercial
"228","улица Греческая, 212А","Маріуполь, улица Греческая, 212А",47.1150067,37.5822771,улица греческая,212а,commercial
"229","бульвар Шевченко, 361А","Маріуполь, бульвар Шевченко, 361А",47.1185328,37.5086264,бульвар шевченко,361а,commercial
"230","бульвар Комсомольский, 68","Маріуполь, бульвар Комсомольский, 68",47.097867,37.6497609,бульвар комсомольскии,"68",commercial
